x   y
0.0 -0.0100015984444
0.000750187546887 0.00381826788317
0.00150037509377 -0.0152682153907
0.00225056264066 0.0014071111282
0.00300075018755 0.0280546777472
0.00375093773443 0.0187764251959
0.00450112528132 0.0139667452142
0.00525131282821 0.0116867249917
0.00600150037509 0.00865014573879
0.00675168792198 0.00760381741193
0.00750187546887 -0.0126185967987
0.00825206301575 -0.0165078634396
0.00900225056264 -0.0155081910877
0.00975243810953 -0.00828442212644
0.0105026256564 -0.00811224393539
0.0112528132033 -0.00867270222175
0.0120030007502 0.000568544196359
0.0127531882971 -0.00352234701388
0.013503375844 -0.00126229690824
0.0142535633908 -0.00605882521523
0.0150037509377 -0.00864676312317
0.0157539384846 -0.00598250516135
0.0165041260315 -0.00350599052552
0.0172543135784 -0.00520021065055
0.0180045011253 -0.00630733512318
0.0187546886722 -0.00700844956656
0.0195048762191 -0.00365177858601
0.0202550637659 -0.00179585376875
0.0210052513128 -0.000961124561799
0.0217554388597 0.00118464064612
0.0225056264066 0.00133351542057
0.0232558139535 0.00124158745505
0.0240060015004 0.00149689929041
0.0247561890473 0.00129115143756
0.0255063765941 0.00180486836305
0.026256564141 0.00117723060497
0.0270067516879 0.0010097291559
0.0277569392348 -0.000844282154838
0.0285071267817 -0.0021050384949
0.0292573143286 -0.0025695356339
0.0300075018755 -0.00393070141626
0.0307576894224 -0.00413074288558
0.0315078769692 -0.00219664129366
0.0322580645161 -0.00450543928527
0.033008252063 -0.00573098753386
0.0337584396099 -0.00384712945635
0.0345086271568 -0.00551083956111
0.0352588147037 -0.00518602514049
0.0360090022506 -0.00481408644546
0.0367591897974 -0.008076895628
0.0375093773443 -0.000205726514823
0.0382595648912 -0.00358623732836
0.0390097524381 -0.00254360853715
0.039759939985 -0.00177837181808
0.0405101275319 -0.00209382119381
0.0412603150788 -0.00207437189856
0.0420105026257 -0.00266717688073
0.0427606901725 -0.00520517017019
0.0435108777194 -0.00347849633587
0.0442610652663 -0.00209120169282
0.0450112528132 -0.00293030277195
0.0457614403601 -0.00378958659019
0.046511627907 -0.00781911630953
0.0472618154539 -0.0105305382847
0.0480120030008 -0.00996478587613
0.0487621905476 -0.0108777407756
0.0495123780945 -0.0148544012847
0.0502625656414 -0.0152718108704
0.0510127531883 -0.0127978680952
0.0517629407352 -0.0129203018207
0.0525131282821 -0.00586541811456
