x   y
0.0 0.0781243974657
0.000750187546887 0.197708393914
0.00150037509377 0.068386715946
0.00225056264066 0.170187244719
0.00300075018755 0.140017835922
0.00375093773443 0.0641383083291
0.00450112528132 0.03892033054
0.00525131282821 0.014472497567
0.00600150037509 0.118046037705
0.00675168792198 0.0669741665524
0.00750187546887 0.0812651504623
0.00825206301575 0.250482900675
0.00900225056264 0.0547396839414
0.00975243810953 0.12229735633
0.0105026256564 0.111219996491
0.0112528132033 0.122124221058
0.0120030007502 0.0219011505592
0.0127531882971 0.103990370523
0.013503375844 0.371292050817
0.0142535633908 0.231710614245
0.0150037509377 0.0329654380367
0.0157539384846 0.12899299909
0.0165041260315 0.00764699658491
0.0172543135784 0.0376205840028
0.0180045011253 0.0285458255563
0.0187546886722 0.152578230751
0.0195048762191 0.147013293362
0.0202550637659 0.0341527005176
0.0210052513128 0.0439769016529
0.0217554388597 0.0758241208236
0.0225056264066 0.235744999048
0.0232558139535 0.07445145517
0.0240060015004 0.21192817698
0.0247561890473 0.0686479778104
0.0255063765941 0.0647429997862
0.026256564141 0.0204872864636
0.0270067516879 0.118608251647
0.0277569392348 0.049437140839
0.0285071267817 0.086937474265
0.0292573143286 0.294678182502
0.0300075018755 0.06736132566
0.0307576894224 0.213908163054
0.0315078769692 0.0450538923416
0.0322580645161 0.126008960548
0.033008252063 0.164562319543
0.0337584396099 0.0169972033195
0.0345086271568 0.0864220681841
0.0352588147037 0.16785053322
0.0360090022506 0.0443696177108
0.0367591897974 0.0953893113998
0.0375093773443 0.03491637678
0.0382595648912 0.0470361047344
0.0390097524381 0.024300387525
0.039759939985 0.0675496847425
0.0405101275319 0.0320851146551
0.0412603150788 0.0809354635339
0.0420105026257 0.0031950690726
0.0427606901725 0.0061447154964
0.0435108777194 0.0849632324808
0.0442610652663 0.0505544938547
0.0450112528132 0.0466117725347
0.0457614403601 0.0569427696124
0.046511627907 0.169583752933
0.0472618154539 0.0244993644664
0.0480120030008 0.239809880417
0.0487621905476 0.168086150772
0.0495123780945 0.0387387932327
0.0502625656414 0.0751088837512
